Location,Burrito,Date,Neighborhood,Address,URL,Yelp,Google,Chips,Cost,Hunger,Mass (g),Density (g/mL),Length,Circum,Volume,Tortilla,Temp,Meat,Fillings,Meat:filling,Uniformity,Salsa,Synergy,Wrap,overall,Rec,Reviewer,Notes,Unreliable,NonSD,Beef,Pico,Guac,Cheese,Fries,Sour cream,Pork,Chicken,Shrimp,Fish,Rice,Beans,Lettuce,Tomato,Bell peper,Carrots,Cabbage,Sauce,Salsa,Cilantro,Onion,Taquito,Pineapple,Ham,Chile relleno,Nopales,Lobster,Queso,Egg,Mushroom,Bacon,Sushi,Avocado,Corn,Zucchini
Lucha Libre North Park,Surfin California,8/30/16,,,,3.5,4.3,0,8.25,4,,,,,,4,3,3,3,3,2,3,3,4,3,Yes,Marc,"shrimp was questionable; salsa was mediocre to bad; overall ok, better than past burritos at lucha libre",0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lucha Libre North Park,Surfin California,8/30/16,,,,3.5,4.3,0,8.25,1,,,,,,3,2,4,3,5,5,4,3.5,5,3.5,,Ashley G,good guac but fries could be better,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lucha Libre North Park,Surfin California,8/30/16,,,,3.5,4.3,0,8.25,2,,,20,24.5,0.96,3.5,2,5,3.5,4,2.5,3.5,3,3.5,3.5,Yes,Richard,probably positively biased by service,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lucha Libre North Park,Surfin California,8/30/16,,,,3.5,4.3,0,8.25,3,,,19,24,0.87,5,4,4,4,3,3,4,4,4,4,Yes,Mike,,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lucha Libre North Park,Surfin California,8/30/16,,,,3.5,4.3,0,8.25,1,,,19.5,25.5,1.01,4,3,3.5,3,5,4,2,3,4,3,,Sankha G,,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lucha Libre North Park,Nutty,8/30/16,,,,3.5,4.3,0,7.5,3.8,,,19,25,0.94,3.8,4,4,4,4,4,4.5,4.5,4.5,4.4,,Luis,,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucha Libre North Park,Veg Out,8/30/16,,,,3.5,4.3,0,6.95,3,,,19,23,0.8,5,5,,5,,5,4.5,5,3,4.5,Yes,Aga,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Lucha Libre North Park,Veggie,8/30/16,,,,3.5,4.3,0,5.25,3,,,19.5,25.5,1.01,4.5,4.5,,3.5,,3,4,3.5,5,3.25,Yes,Rob G,,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucha Libre North Park,Bean and cheese,8/30/16,,,,3.5,4.3,0,3.75,5,,,18,22,0.69,4,3,,1,,3,3,2,3,2,No,Meghan,Bland,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucha Libre North Park,California - Steak,8/30/16,,,,3.5,4.3,0,7.5,2.5,,,19,23.5,0.83,3,3,5,3.5,3,3.5,4.5,4,4.5,3.9,Yes,Scott,"first bite sour cream, but probably the best steak I've had in a burrito",0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucha Libre North Park,California - Steak,8/30/16,,,,3.5,4.3,0,7.5,5,,,17,23,0.72,3.5,3,2,3,3,2,4,2.5,5,3.5,,Devleena,fries = 4,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucha Libre North Park,California - Pork Adobada,8/30/16,,,,3.5,4.3,0,7.5,4,,,18,24.5,0.86,2,3,3,3,4,3,4,3,5,3,Yes,Erik,,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucha Libre North Park,California - Pork Adobada,8/30/16,,,,3.5,4.3,0,7.5,4.5,,,18,26,0.97,3.5,4,4.5,4,3.5,3.5,4,4,4.5,4.25,Yes,Ricardo,,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucha Libre North Park,California - Pork Adobada,8/30/16,,,,3.5,4.3,0,7.5,2,,,19,25,0.94,4,5,5,4,4.5,4.5,5,4.5,4,4.5,Yes,Erin,,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucha Libre North Park,California - Chicken,8/30/16,,,,3.5,4.3,0,7.5,4,,,20,23.5,0.88,3.5,2.5,3,4.5,3,2,5,4.5,3.5,2.5,Yes,Kelsey,,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucha Libre North Park,California - Chicken,8/30/16,,,,3.5,4.3,0,7.5,3,,,20,22,0.77,3.5,5,3.5,4,3,3,4,2.5,5,3,No,Javier,"large, bt feels good in my hands",0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucha Libre North Park,Holy Moly,8/30/16,,,,3.5,4.3,0,7.5,5,,,,,,3.5,2,3.5,3.5,3,4,2,2,4,3.5,,Sam A,,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucha Libre North Park,Holy Moly,8/30/16,,,,3.5,4.3,0,7.5,3,,,17,21,0.6,2.5,2.5,3,2,2,1,5,1,5,1.5,No,Sage,all meat at bottom 1/8th,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucha Libre North Park,Holy Moly,8/30/16,,,,3.5,4.3,0,7.5,4,,,17.5,21.2,0.63,5,3,5,5,3,2,2,3,5,4,Yes,Aaron S,,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucha Libre North Park,Holy Moly,8/30/16,,,,3.5,4.3,0,7.5,5,,,19,21,0.67,5,4,2,1,4,3,5,4,2,2,,Jaeyoung,Ordered a specialty burrito and guess I was expecting an ordinary one! Sauce was good but overpowering; no veggies at all; overall just did not feel like a burrito.,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucha Libre North Park,Holy Moly,8/30/16,,,,3.5,4.3,0,7.5,4.5,,,19.5,19,0.56,4,4,3.5,4.5,4,4,5,4.5,4,4,Yes,Matteo,,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lupe's Taco Shop,Hot cheetos,1/12/17,Linda Vista,7621 Linda Vista Rd,https://www.yelp.com/biz/lupes-taco-shop-san-diego,3.5,4.5,1,7.29,3.5,,,19,21.5,0.7,3,2,3.5,3.5,3,2.5,3.7,3.2,4.2,3.7,,Scott,"Cheese is cold, but guac, salsa, and chips are good",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lupe's Taco Shop,Surfin California,1/12/17,,,,3.5,4.5,0,7.89,3,,,18.5,25.5,0.96,4,5,4.5,4,4.5,3.5,3,4.5,2.5,4.25,,Richard,quality ingredients,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lupe's Taco Shop,California,1/12/17,,,,3.5,4.5,0,7.49,3.7,,,20,26,1.08,4,3.5,3.9,4,3.7,2,3.5,4,4,3.9,,Tom,tons of french fries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lupe's Taco Shop,Spicy a la Diabla,1/12/17,,,,3.5,4.5,0,7.49,5,,,18,22,0.69,4,4,4,2,3,0,,1,2,2,,Rob L,way too spicy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lupe's Taco Shop,TGunz,4/25/17,,,,3.5,4.5,0,10,3,920,0.597402597,23,29,1.54,3,4,3.2,3.5,1.8,1.8,3.5,3.7,3.5,3.9,,Scott,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lupe's Taco Shop,TGunz,4/25/17,,,,3.5,4.5,0,10,4.2,925,0.600649351,23,29,1.54,3,4.5,3.5,3.5,2.5,2,3,3.5,4.5,3.5,,Ricardo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matador Mexican Food,Carnitas,10/2/16,Morena,5201 Linda Vista Rd,https://www.yelp.com/biz/matador-mexican-grill-san-diego-2,4.5,4,1,6.6,3.2,,,,,,1.4,3.7,3,3.2,4.8,2.4,3,2.9,3,3,No,Scott,,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matador Mexican Food,Carne asada,10/2/16,,,,4.5,4,0,6.6,4,,,,,,4,3.5,3.5,3.5,4,3,3.5,3.5,4.5,3,,Brent,Salsa too spicy,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mi Asador Mexican & Seafood ,California ,4/27/16,Oceanside,4750 Oceanside Blvd,https://sites.google.com/site/miasador/,4.5,4.4,1,6.89,3,,,25,22,0.96,3,2.5,3,2.5,2.5,2,3.5,3,4,3,No,Scott,,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mi Asador Mexican & Seafood ,El Hawaiiano ,4/27/16,,,,4.5,4.4,0,6.39,3,,,23,22.5,0.93,4,3,2.5,3.5,3,3,3.5,4,3.5,3.5,Yes,Emily,Pineapple is really good,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mikes Taco Club,California,3/23/16,Ocean Beach,5060 Newport Ave,http://www.mikestacoclub.com/menu/,4.5,4.9,0,8.59,2.5,,,,,,4,4.5,3.5,5,2.5,2,4,4.5,4,4.3,,Scott,,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikes Taco Club,California,3/23/16,,,,4.5,4.9,0,8.59,3.5,,,,,,4.5,4.5,4,4.5,4,4,4,4.5,5,4.5,,Brad,,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mister Falafel,Chicken Shawarma,12/15/16,Clairemont,4461 Clairemont Mesa Blvd,https://www.yelp.com/biz/mister-falafel-san-diego,4.5,4.6,0,6.99,3.7,,,24,18.5,0.65,3.6,4,4,3,3.8,4.3,,3.8,2,3.5,Yes,Scott,Richard recommended this. Like a Mediterranean burrito,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Ruribertos Taco Shop ,California,12/10/16,Mission Beach,3202 Mission Blvd,https://www.yelp.com/biz/ruribertos-taco-shop-san-diego,3.5,3.7,0,7.75,4,,,20,21,0.7,3.5,2.5,3,3.3,1.4,2.3,2.2,3.3,4.5,2.9,No,Scott,,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Ruribertos Taco Shop ,Carne asada,12/10/16,,,,3.5,3.7,0,7.75,4,,,19.5,21,0.68,4,4.5,2,2,3.5,3.5,2,2,4,3,No,Brent,"Carrots are bad, got better as it went on",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MXN on Washington,Bean and rice grande size,5/20/16,,,,,,0,2.99,3,,,,,,4.5,3.5,,4.5,,3.5,3,4,4,4.5,Yes,Sarah,Got green and hot salsa put inside the burrito-drive thru,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netos Mexican Food,California ,5/26/16,San Marcos,325 S Rancho Santa Fe Rd,https://www.yelp.com/biz/netos-mexican-food-san-marcos,4.5,4.1,1,5.99,4,,,20.5,23.5,0.9,4.5,5,3,4,2,2,2,3.75,4,3.2,Yes,Scott,not 100% certain about the ingredients (was there guac and pico?),0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netos Mexican Food,Carne adobada ,5/26/16,,,,4.5,4.1,0,5.5,3,,,20.75,23.5,0.91,3.5,4,3.5,3,3.5,3.5,2.5,3,2.5,3,Yes,Emily,"Best free chips, novel burrito",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nico's Taco Shop,California,1/30/16,Carmel Valley,3860 Valley Centre Dr #404,http://www.yelp.com/biz/nicos-taco-shop-san-diego,3,2.9,0,7.19,1.5,,,,,,2,3,3,2,2.5,2.5,,2,3,2.6,,Scott,not fries. big potatoes,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nico's Taco Shop,Carnitas,1/30/16,,,,3,2.9,0,6.99,4,,,,,,2.5,3,3,2.5,3,3.5,,2.5,3,3,,Emily,,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ortiz's Taco Shop #2,California,11/2/16,Pacific Beach,1313 Garnet Ave,https://www.yelp.com/biz/ortizs-taco-shop-san-diego-2,4,4.2,0,6.39,4,,,20,21,0.7,4,4,4,4,4.5,4.5,4.2,4.5,4.5,4.25,Yes,Scott,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ortiz's Taco Shop #2,California chicken,11/2/16,,,,4,4.2,0,6.39,4.25,,,22,22,0.85,2,4,3.7,2,4,4.5,4.5,2.7,5,2.66,No,Sage,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ortiz's Taco Shop #2,California,11/2/16,,,,4,4.2,0,6.39,4.5,,,22.5,20.5,0.75,3,4.4,4,4,4.5,4.2,4.3,4,5,4.2,Yes,Shijia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ortiz's Taco Shop #2,California,11/2/16,,,,4,4.2,0,6.39,4.75,,,20.5,20.5,0.69,2,,3.5,3,5,4,2,3.5,3.5,3.5,Yes,Jeremy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar's Mexican food,California ,1/24/16,San Marcos,225 S Rancho Santa Fe Rd,http://www.yelp.com/biz/oscars-mexican-food-san-marcos,3.5,3.3,0,5.45,3.5,,,,,,2,3.5,2.5,2.5,2,4,3.5,2.5,5,3,,Scott,Fries: 3/5; too little meat,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar's Mexican food,Carnitas,1/24/16,,,,3.5,3.3,0,4.85,1.5,,,,,,3,2,2.5,3,4.5,4,3,3,5,3,,Emily,,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar's Mexican food,Carne asada,1/24/16,,,,3.5,3.3,0,5.25,2,,,,,,3,2,3.5,3,4,5,4,4,5,3.75,,Ricardo,Go to average burrito place like Rigoberto's in la jolla; Terrible tamales,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papa Chito's Mexican Food,California,8/9/16,University City,3951 Governor Dr,https://www.yelp.com/biz/papa-chitos-mexican-food-san-diego,2.5,3.3,0,6.25,3.5,,,21.5,20,0.68,3.5,3.5,2.5,2.5,2.5,4,2,1.5,5,2.2,No,Scott,,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papa Chito's Mexican Food,California,8/9/16,,,,2.5,3.3,0,6.25,4,,,20,20,0.64,4,5,3,3,4,3.5,4,4,5,3.75,Yes,Sage,,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro's Tacos,California Burrito,5/22/16,Oceanside,,,,,0,6.5,5,,,,,,3,,4,5,4,4,,5,5,5,Yes,Erika N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pokirrito,Pokirrito classic ,5/29/16,Kearny Mesa,4646 Convoy St,https://www.yelp.com/biz/pokirrito-san-diego-2,4,4.3,1,11.95,4,,,18,23.5,0.79,3.5,4,4,4.5,2.5,2.5,3,4,2,4.2,Yes,Scott,Lotus chips add good crunch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pokirrito,Mauna Lani,5/29/16,,,,4,4.3,0,11.95,3,,,20,22.75,0.82,3,4,4,4,3,2.5,4.5,4,1.5,4,Yes,Emily,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pollos Maria,California,1/27/16,Carlsbad,3055 Harding St,http://pollosmaria.com/,4,3.8,1,6.59,4,,,,,,4,5,4,3.5,4.5,5,2.5,4.5,4,4.2,,Scott,,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pollos Maria,combo chicken,1/28/16,,,,4,3.8,0,6.99,4,,,,,,3,4,5,3.5,2.5,2.5,2.5,4,1,3.2,,Emily,,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pollos Maria,Combo chicken,11/26/16,,,,4,3.8,0,6.99,3.5,,,20.5,22.5,0.83,3.5,2.5,4,3.5,3,2.5,2.5,4.5,0.5,3.8,Yes,Scott,Started off really great but ended with poor uniformity and wrap integrity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pollos Maria,Carne asada,11/26/16,,,,4,3.8,0,6.49,3,,,17.5,17,0.4,3.5,4,3,4,3.5,4,3,4,4.5,3.5,No,Emily,Just way too small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porkyland ,Deborah's special,4/2/16,Carmel Valley,4645 Carmel Mountain Rd,http://goporkyland.com/,4,4.4,1,8.25,3.5,,,,,,4,4.5,3.5,2.5,4.5,4.5,4,3.5,5,4,,Scott,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Porkyland ,Chicken nopalito,4/2/16,,,,4,4.4,0,7.95,2.5,,,,,,2.5,2.5,4,3.5,3,2.5,3,3,5,3.3,,Emily,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Porkyland ,Chicken nopalito,4/2/16,,,,4,4.4,0,7.95,2,,,,,,4,5,4,4,3,5,3,3,5,4,,Tara,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Porkyland ,California,4/2/16,,,,4,4.4,0,8.75,3,,,,,,4,5,3,5,3,2,4,3,5,4,,Andy,,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Qdoba Mexican Grill, Seatac Airport",Custom,3/19/16,Seattle,Airport,,,,0,9.5,5,,,,,,3,3,3.5,3,4,1,3,2.5,5,3,,Sage,,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
