Location,Burrito,Date,Neighborhood,Address,URL,Yelp,Google,Chips,Cost,Hunger,Mass (g),Density (g/mL),Length,Circum,Volume,Tortilla,Temp,Meat,Fillings,Meat:filling,Uniformity,Salsa,Synergy,Wrap,overall,Rec,Reviewer,Notes,Unreliable,NonSD,Beef,Pico,Guac,Cheese,Fries,Sour cream,Pork,Chicken,Shrimp,Fish,Rice,Beans,Lettuce,Tomato,Bell peper,Carrots,Cabbage,Sauce,Salsa,Cilantro,Onion,Taquito,Pineapple,Ham,Chile relleno,Nopales,Lobster,Queso,Egg,Mushroom,Bacon,Sushi,Avocado,Corn,Zucchini
Raul's Mexican food,Chile verde pork,3/11/16,Encinitas,490 S Coast Hwy 101,https://www.yelp.com/biz/rauls-shack-encinitas,4,4.2,0,5,3.5,,,,,,2,,2.5,2,2,2,2,2.5,,2,,Emily,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raul's Mexican food,carne asada,3/11/16,,,,4,4.2,0,5,1,,,,,,2,,1,1,0.5,1,1.5,1,4,1,,Scott,burrito was mostly tortilla,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,Carne asada,3/8/16,Miramar,7094 Miramar Rd,https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,0,6.6,3.5,,,,,,4,2,4,3.5,4.5,4,3.5,4,1,4.25,,Ricardo,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,Campeon,3/8/16,,,,4,4.4,0,7.65,3.5,,,,,,3,1.5,3,3,2.5,3,3.5,2.5,4,3.4,,Scott,,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,California ,4/3/16,,,,4,4.4,0,6.6,3,,,,,,3,4.5,4,4.5,4,4.5,4.5,5,4.5,4.5,,Scott,,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,Adobada,4/3/16,,,,4,4.4,0,6.6,3,,,,,,4,5,5,5,5,4,,4.5,5,4.5,,Tara,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,California,4/7/16,,,,4,4.4,0,6.6,3,,,,,,3,5,3.5,3,4.5,2.5,3,4,4,3.6,,Scott,Too much enchilada sauce this time,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,Surf & Turf,4/7/16,,,,4,4.4,0,7.45,3.5,,,,,,3,5,3.5,2.5,3,2.5,3.75,3,4,3,,Bankole,Would have enjoyed it more if wasn't rating; shrimp better than meat. Quality of the shrimp really improves the burrito. Well cooked and fresh. Shrimp could have had more flavor,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,El Rusio,5/13/16,,,,4,4.4,0,6.65,4,,,21.5,23,0.91,3,4.5,2.5,2,3.5,5,1.5,2,1.5,2.5,No,Scott,Fries are terrible. Burrito leaked,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,Carne asada,5/13/16,,,,4,4.4,0,6.6,4,,,22,22,0.85,4,3.5,4,4,3.5,4,4,4.5,4.5,4,Yes,Ricardo,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,Carne asada,5/13/16,,,,4,4.4,0,6.6,4.5,,,23,22,0.89,4,3,3,3,3.5,3,,3.5,4.5,3,Yes,Erin,Meat was too salty,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,Carnitas,5/13/16,,,,4,4.4,0,7.5,4,,,23.5,22.5,0.95,4,5,4,5,5,4,5,4,4,4,Yes,Elynn,,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,Bacon breakfast,5/13/16,,,,4,4.4,0,6.25,3.5,,,22,22,0.85,4,3.5,4,4,5,5,,5,4.5,4.2,Yes,Luis,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Rigoberto's Taco Shop,Chile Relleno,5/13/16,,,,4,4.4,0,6.6,5,,,23,24,1.05,5,4,,5,5,4,,5,3,4.5,Yes,Matteo,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,Fish,5/13/16,,,,4,4.4,0,6,2,,,23,23.5,1.01,5,4.5,5,5,5,5,,5,4,5,Yes,Aga,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,Al pastor,4/20/15,,,,4,4.4,0,,4,,,,,,5,,5,5,5,4,5,5,5,4.8,Yes,Erica,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,Campeon,9/27/16,,,,4,4.4,0,7.65,4.5,,,26,24.5,1.24,3.5,4.5,2.5,2.5,1,1.5,3,2.5,3,2.7,No,Scott,"The big size was too big of an appeal, but there's just not enough meat",0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,California,9/27/16,,,,4,4.4,0,6.6,3.5,,,22,23,0.93,4,4.5,4,4,4.5,5,4.5,4.5,4.5,4.25,Yes,Ricardo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,Bacon breakfast,9/27/16,,,,4,4.4,0,6.3,4,,,22,22,0.85,4,3.6,4,4,4,4,,4,4,4.2,Yes,Luis,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Rigoberto's Taco Shop,Carnitas,9/27/16,,,,4,4.4,0,6.6,3,,,,,,4,4,5,5,4.5,3,2,4,4,4,Yes,Elynn,,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,California,1/4/17,,,,4,4.4,0,6.6,0,,,23,20.5,0.77,4,4.5,4,3.5,3.5,5,1.5,3.5,4.5,3.7,Yes,Scott,Usually better. Too much enchilada sauce this time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,Chile Relleno,1/4/17,,,,4,4.4,0,6.6,0,,,20.5,21.5,0.75,4,2,,4,,4.6,4.2,3.75,5,3.9,Yes,Sage,Orange salsa very spicy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,California,5/17/17,,,,4,4.4,0,6.85,4,,,23.5,23,0.99,3.5,5,3.3,3,5,2,3,3.8,3.5,3.9,,Scott,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,California,5/17/17,,,,4,4.4,0,6.85,4,,,23.5,23.5,1.03,4,5,4,4,5,3.5,2,3.5,4,4,,Elynn,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,California ,9/5/17,,,,4,4.4,0,6.85,3.5,,,22.5,22.5,0.91,3,4.5,3.8,3.8,4,3.5,3.5,4,3,4.1,,Scott,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop,California ,9/5/17,,,,4,4.4,0,6.85,3.5,,,22.2,22.5,0.89,3,4.5,4,4,4.5,3,4,4,3.5,4.25,,Sage,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop La Jolla,California,2/17/16,La Jolla,7345 La Jolla Blvd,https://www.yelp.com/biz/rigobertos-la-jolla-2,2.5,4,0,6.4,4,,,,,,3,4,2.75,3,4,2,2,,5,3,,Leo,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop La Jolla,California,2/17/16,,,,2.5,4,0,6.4,2.5,,,,,,3.5,3,3,3,4,4,1.5,,4.5,3.5,,Scott,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop La Jolla,California,2/15/17,,,,2.5,4,0,6.85,3.5,,,,,,3,2,3.5,3.5,4,3,3.5,3.5,4.5,3.6,,Scott,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rigoberto's Taco Shop La Jolla,California,2/15/17,,,,2.5,4,0,6.85,4,,,,,,5,5,4.5,4,5,4,4,5,5,4.3,,Nihal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto's Taco Shop Clairemont,California,9/11/16,Clairemont,3095 Clairemont Dr,https://www.yelp.com/biz/robertos-taco-shop-clairemont-san-diego,4,4,0,5.79,4,,,,,,3,4.5,4,4,4,5,2.5,3,5,3.6,Yes,Scott,Fries are really good but the overall flavor is plain because lack of ingredients,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto's Taco Shop Clairemont,California,9/11/16,,,,4,4,0,5.79,4,,,,,,4,3,4,2.5,3.5,4,2,2.5,5,3,No,Benni,,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto's Taco Shop Clairemont,California + Guac + sour cream,9/11/16,,,,4,4,0,7.29,3.7,,,,,,3.8,4.7,4,3.5,4.5,4,4,4.5,5,4,Yes,Luis,,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto's Taco Shop Clairemont,Carne asada,9/11/16,,,,4,4,0,5.69,3,,,,,,4,3,1.5,3,4,4.5,3.5,2,4.5,3,No,Ricardo,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto's Taco Shop Hillcrest,Asada,5/30/17,Hillcrest,420 Robinson Ave,https://www.yelp.com/biz/robertos-taco-shop-hillcrest-san-diego,4,4.2,0,7,3.5,450,0.625,19.5,21.5,0.72,4,4,2,2.5,4.5,4,3,2.9,4.5,2.8,,Scott,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto's Taco Shop Hillcrest,California Surf and Turf,5/30/17,,,,4,4.2,0,9,3,,,24,22,0.92,3.5,4,4,4,4.5,4.5,2,3.5,4,4,,Richard,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto's Taco Shop Hillcrest,California,5/30/17,,,,4,4.2,0,7,3.5,,,23,21.5,0.85,3,3,2,2,3,2,3,2,3,2.2,,Tom,,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto's Taco Shop Hillcrest,Golden State,8/14/17,,,,4,4.2,0,25,4,,,21.5,24,0.99,3.8,4.4,4,3.8,4,4,4,4,5,4.2,,Scott,Good. but just get a regular Cali.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto's Taco Shop Hillcrest,California,8/14/17,,,,4,4.2,0,7,4,,,19.5,21.5,0.72,4.5,5,4,4,4,3.7,3.8,4.6,4.8,4.2,,Simon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto's Very Mexican Food,Chicken asada,5/24/16,Del Mar,2206 Carmel Valley Road,https://www.yelp.com/biz/robertos-very-mexican-food-del-mar-2,3.5,3.9,0,6.5,2,,,18.5,21.5,0.68,1.5,4,2,2,4.5,1,1,2,5,1.5,No,Scott,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto's Very Mexican Food,Carnitas,5/24/16,,,,3.5,3.9,0,5.4,3,,,18,20,0.57,2,3.5,4,2.5,3.5,1.5,1.5,3,5,2.7,No,Emily,,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubios UCSD,Tilapia one,8/30/16,UTC,9500 Gilman Dr,https://www.yelp.com/biz/rubios-la-jolla-4,3.5,3.4,1,7.99,3.5,,,17,20,0.54,1.5,4,3,3,1.5,4.5,2.5,3,1.5,3.2,No,Scott,,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rubios UCSD,Grilled fish salmon,5/17/17,,,,3.5,3.4,0,8.99,4,350,0.744680851,15.5,19.5,0.47,3.5,3,3.5,3.5,4,2,4,4,4,3.4,,Tom,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rudy's Taco Shop,Chicken,4/9/16,Solana Beach,524 Stevens Ave,http://www.rudystacoshop.com/,4,4.3,0,6.6,3.5,,,,,,3.5,3,4,4.5,3,1,3,4,0.5,2.8,No,Scott,"Salsa Fresca is good, way too small",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rudy's Taco Shop,Carnitas,4/9/16,,,,4,4.3,0,6.6,3,,,,,,3,2.5,3,4,2,1,3,3,5,3,No,Emily,,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saguaro's ,Vegetarian,6/20/16,,,,,,0,5.25,4,,,,,,4,5,,5,4,4,5,5,5,4.8,Yes,Brian,"Great rice and beans burrito, doesn't come with cheese or sour cream. ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senor Grubby's,California,4/24/16,Carlsbad,377 Carlsbad Village Dr,eatgrubbys.com,4,4.1,0,9,2,,,19,21.5,0.7,2,3.5,3,1.5,1,1,2.5,1.5,3.5,1.5,No,Scott,"The ends of the burrito were decent, but the middle was terrible without much meat",0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senor Grubby's,Pastor,4/24/16,,,,4,4.1,0,9,2,,,18.5,23,0.78,2.5,2.5,1.5,2.5,1,2,2.5,2,5,1.8,No,Emily,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senor Panchos,Pollo asado,8/21/16,San Marcos,1909 W San Marcos Blvd,https://www.yelp.com/biz/senor-panchos-mexican-restaurant-san-marcos,4,4.2,0,6.25,3.5,,,21.5,19.5,0.65,2.5,3.5,3,3,5,4.5,3.5,2,5,2.9,No,Scott,"guac is good, very avocado-y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senor Panchos,California,8/21/16,,,,4,4.2,0,6.25,3,,,21,19.5,0.64,3,4,4,3,3.5,4.5,4,4,5,4,Yes,Emily,feels very dense; a lot of meat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sotos Mexican Food,California,5/4/16,Miramar ,6904 Miramar Rd,https://www.yelp.com/biz/sotos-mexican-food-san-diego,4.5,4.6,1,6.75,3,,,22.5,23,0.95,4.5,4,3,4,1,3,4.5,3.5,4.5,3.5,Yes,Scott,Fries are good. Too little meat,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sotos Mexican Food,Pastor,5/4/16,,,,4.5,4.6,0,5.99,2,,,21,22,0.81,4,2,2.5,4,4,3,3.5,4,5,3.2,No,Emily,Free lime. Ingredients chopped finely,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storehouse Kitchen ,Breakfast,10/17/16,La  Jolla village,,,,,0,,3.5,,,,,,4,5,4.5,4.2,4.7,4.4,4,4.9,5,4.6,yes ,Sage,one if the best breakfast burritos I've ever had,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Stand,California,2/12/16,La Jolla,621 Pearl St,http://letstaco.com/,4.5,4.4,0,7.49,4,,,,,,3,2.5,4,4,3.5,2.5,3.5,5,4.5,4.2,,Emily,Horchata is very sweet,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Stand,Surf and turf ,2/12/16,,,,4.5,4.4,0,8.49,2.5,,,,,,4,4,4.5,4,5,4.5,3.5,4,2,4.1,,Scott,,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Stand,California,2/28/16,,,,4.5,4.4,0,7.49,2.5,,,,,,4,3,4,4,4,4,4,4,3,4.6,,Scott,,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Stand,California,2/28/16,,,,4.5,4.4,0,7.49,2.5,,,,,,3,2,4.5,4,4,3.5,3,4.5,4.5,4.5,,Emily,,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco stand,Carne asada,3/18/16,,,,4.5,4.4,0,7.89,1,,,,,,3,3.5,4.5,4,5,5,4.5,3.5,5,4.2,,Scott,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco stand,Al pastor,3/18/16,,,,4.5,4.4,0,6.99,4,,,,,,4,3,3.5,3,4,5,3,3.5,5,3.5,,Emily,Kind of dry ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Taco stand,Carne asada,4/14/16,,,,4.5,4.4,0,7.89,3.5,,,,,,3,2,4.5,4,4,1.5,4.5,4.5,4.5,4.4,Yes,Scott,Too small ,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco stand,Carne asada,4/14/16,,,,4.5,4.4,0,7.89,2,,,,,,3,2.5,4.5,3.5,4.5,3,4,3.5,5,3.5,Yes,Richard,A little small. No rice and beans or cheese or sour cream,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco stand,California,4/25/26,,,,4.5,4.4,0,8,4,,,21.59,,,4.5,5,5,5,4.5,5,3,5,5,4.9,Yes,Sage,A wonderful eating experience. best California burrito I've ever had by far. ,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco stand,California,5/6/16,,,,4.5,4.4,0,7.49,3.5,,,19,22,0.73,3.5,4,4,4,3.5,3,4,4.5,3,4.2,Yes,Scott,Less meat than usual,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco stand,California,5/6/16,,,,4.5,4.4,0,7.49,4,,,16.5,25,0.82,4,3.5,4,4,4.5,5,4.5,5,4.5,4.5,Yes,Ricardo,,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco stand,California,5/6/16,,,,4.5,4.4,0,7.49,4,,,17,25.5,0.88,3,3,4,3.5,3.5,4,3.5,4,2.5,3.7,Yes,Luis,,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
